Date,DayNumber,Day,Month,ShortMonth,CalendarMonthNumber,CalendarMonthLabel,CalendarYear,CalendarYearLabel,FiscalMonthNumber,FiscalMonthLabel,FiscalYear,FiscalYearLabel,ISOWeekNumber
29-07-2005 00:00,29,29,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,30
31-07-2005 00:00,31,31,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,30
30-07-2005 00:00,30,30,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,30
04-07-2005 00:00,4,4,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,27
05-07-2005 00:00,5,5,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,27
06-07-2005 00:00,6,6,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,27
07-07-2005 00:00,7,7,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,27
08-07-2005 00:00,8,8,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,27
09-07-2005 00:00,9,9,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,27
10-07-2005 00:00,10,10,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,27
01-07-2005 00:00,1,1,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,26
02-07-2005 00:00,2,2,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,26
03-07-2005 00:00,3,3,July,Jul,7,CY2005-Jul,2005,CY2005,9,FY2005-Jul,2005,FY2005,26
20-11-2002 00:00,20,20,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,47
21-11-2002 00:00,21,21,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,47
22-11-2002 00:00,22,22,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,47
23-11-2002 00:00,23,23,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,47
24-11-2002 00:00,24,24,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,47
18-11-2002 00:00,18,18,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,47
19-11-2002 00:00,19,19,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,47
30-11-2002 00:00,30,30,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,48
25-11-2002 00:00,25,25,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,48
26-11-2002 00:00,26,26,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,48
27-11-2002 00:00,27,27,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,48
28-11-2002 00:00,28,28,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,48
29-11-2002 00:00,29,29,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,48
04-11-2002 00:00,4,4,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,45
05-11-2002 00:00,5,5,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,45
06-11-2002 00:00,6,6,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,45
07-11-2002 00:00,7,7,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,45
08-11-2002 00:00,8,8,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,45
09-11-2002 00:00,9,9,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,45
01-11-2002 00:00,1,1,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,44
02-11-2002 00:00,2,2,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,44
03-11-2002 00:00,3,3,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,44
10-11-2002 00:00,10,10,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,45
11-11-2002 00:00,11,11,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,46
12-11-2002 00:00,12,12,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,46
13-11-2002 00:00,13,13,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,46
14-11-2002 00:00,14,14,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,46
15-11-2002 00:00,15,15,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,46
16-11-2002 00:00,16,16,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,46
17-11-2002 00:00,17,17,November,Nov,11,CY2002-Nov,2002,CY2002,1,FY2003-Nov,2003,FY2003,46
30-12-2002 00:00,30,30,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,1
31-12-2002 00:00,31,31,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,1
01-12-2002 00:00,1,1,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,48
26-12-2002 00:00,26,26,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,52
27-12-2002 00:00,27,27,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,52
28-12-2002 00:00,28,28,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,52
25-12-2002 00:00,25,25,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,52
29-12-2002 00:00,29,29,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,52
24-12-2002 00:00,24,24,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,52
23-12-2002 00:00,23,23,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,52
02-12-2002 00:00,2,2,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,49
03-12-2002 00:00,3,3,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,49
08-12-2002 00:00,8,8,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,49
04-12-2002 00:00,4,4,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,49
07-12-2002 00:00,7,7,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,49
06-12-2002 00:00,6,6,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,49
05-12-2002 00:00,5,5,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,49
12-12-2002 00:00,12,12,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,50
13-12-2002 00:00,13,13,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,50
14-12-2002 00:00,14,14,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,50
11-12-2002 00:00,11,11,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,50
10-12-2002 00:00,10,10,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,50
15-12-2002 00:00,15,15,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,50
09-12-2002 00:00,9,9,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,50
16-12-2002 00:00,16,16,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,51
17-12-2002 00:00,17,17,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,51
22-12-2002 00:00,22,22,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,51
18-12-2002 00:00,18,18,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,51
21-12-2002 00:00,21,21,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,51
20-12-2002 00:00,20,20,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,51
19-12-2002 00:00,19,19,December,Dec,12,CY2002-Dec,2002,CY2002,2,FY2003-Dec,2003,FY2003,51
03-02-2003 00:00,3,3,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
04-02-2003 00:00,4,4,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
05-02-2003 00:00,5,5,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
06-02-2003 00:00,6,6,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
07-02-2003 00:00,7,7,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
08-02-2003 00:00,8,8,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
09-02-2003 00:00,9,9,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
10-02-2003 00:00,10,10,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,7
01-02-2003 00:00,1,1,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,5
02-02-2003 00:00,2,2,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,5
11-02-2003 00:00,11,11,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,7
12-02-2003 00:00,12,12,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,7
13-02-2003 00:00,13,13,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,7
14-02-2003 00:00,14,14,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,7
15-02-2003 00:00,15,15,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,7
16-02-2003 00:00,16,16,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,7
17-02-2003 00:00,17,17,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,8
18-02-2003 00:00,18,18,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,8
19-02-2003 00:00,19,19,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,8
20-02-2003 00:00,20,20,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,8
21-02-2003 00:00,21,21,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,8
22-02-2003 00:00,22,22,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,8
23-02-2003 00:00,23,23,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,8
24-02-2003 00:00,24,24,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,9
25-02-2003 00:00,25,25,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,9
26-02-2003 00:00,26,26,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,9
27-02-2003 00:00,27,27,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,9
28-02-2003 00:00,28,28,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,9
07-04-2003 00:00,7,7,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,15
08-04-2003 00:00,8,8,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,15
09-04-2003 00:00,9,9,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,15
10-04-2003 00:00,10,10,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,15
01-04-2003 00:00,1,1,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,14
02-04-2003 00:00,2,2,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,14
03-04-2003 00:00,3,3,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,14
04-04-2003 00:00,4,4,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,14
05-04-2003 00:00,5,5,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,14
06-04-2003 00:00,6,6,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,14
11-04-2003 00:00,11,11,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,15
12-04-2003 00:00,12,12,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,15
13-04-2003 00:00,13,13,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,15
14-04-2003 00:00,14,14,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,16
15-04-2003 00:00,15,15,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,16
16-04-2003 00:00,16,16,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,16
17-04-2003 00:00,17,17,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,16
18-04-2003 00:00,18,18,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,16
19-04-2003 00:00,19,19,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,16
20-04-2003 00:00,20,20,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,16
21-04-2003 00:00,21,21,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,17
22-04-2003 00:00,22,22,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,17
23-04-2003 00:00,23,23,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,17
24-04-2003 00:00,24,24,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,17
25-04-2003 00:00,25,25,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,17
26-04-2003 00:00,26,26,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,17
27-04-2003 00:00,27,27,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,17
28-04-2003 00:00,28,28,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,18
29-04-2003 00:00,29,29,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,18
30-04-2003 00:00,30,30,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,18
09-06-2003 00:00,9,9,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,24
10-06-2003 00:00,10,10,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,24
01-06-2003 00:00,1,1,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,22
02-06-2003 00:00,2,2,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
03-06-2003 00:00,3,3,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
04-06-2003 00:00,4,4,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
05-06-2003 00:00,5,5,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
06-06-2003 00:00,6,6,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
07-06-2003 00:00,7,7,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
08-06-2003 00:00,8,8,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
11-06-2003 00:00,11,11,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,24
12-06-2003 00:00,12,12,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,24
13-06-2003 00:00,13,13,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,24
14-06-2003 00:00,14,14,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,24
15-06-2003 00:00,15,15,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,24
16-06-2003 00:00,16,16,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,25
17-06-2003 00:00,17,17,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,25
18-06-2003 00:00,18,18,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,25
19-06-2003 00:00,19,19,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,25
20-06-2003 00:00,20,20,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,25
21-06-2003 00:00,21,21,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,25
22-06-2003 00:00,22,22,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,25
23-06-2003 00:00,23,23,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,26
24-06-2003 00:00,24,24,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,26
25-06-2003 00:00,25,25,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,26
26-06-2003 00:00,26,26,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,26
27-06-2003 00:00,27,27,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,26
28-06-2003 00:00,28,28,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,26
29-06-2003 00:00,29,29,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,26
30-06-2003 00:00,30,30,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,27
31-03-2003 00:00,31,31,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,14
01-03-2003 00:00,1,1,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,9
02-03-2003 00:00,2,2,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,9
24-03-2003 00:00,24,24,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,13
25-03-2003 00:00,25,25,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,13
26-03-2003 00:00,26,26,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,13
27-03-2003 00:00,27,27,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,13
28-03-2003 00:00,28,28,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,13
29-03-2003 00:00,29,29,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,13
30-03-2003 00:00,30,30,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,13
03-03-2003 00:00,3,3,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
04-03-2003 00:00,4,4,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
05-03-2003 00:00,5,5,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
06-03-2003 00:00,6,6,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
07-03-2003 00:00,7,7,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
08-03-2003 00:00,8,8,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
09-03-2003 00:00,9,9,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
17-03-2003 00:00,17,17,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,12
18-03-2003 00:00,18,18,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,12
19-03-2003 00:00,19,19,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,12
20-03-2003 00:00,20,20,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,12
21-03-2003 00:00,21,21,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,12
22-03-2003 00:00,22,22,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,12
23-03-2003 00:00,23,23,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,12
10-03-2003 00:00,10,10,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,11
11-03-2003 00:00,11,11,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,11
12-03-2003 00:00,12,12,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,11
13-03-2003 00:00,13,13,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,11
14-03-2003 00:00,14,14,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,11
15-03-2003 00:00,15,15,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,11
16-03-2003 00:00,16,16,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,11
29-09-2003 00:00,29,29,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,40
30-09-2003 00:00,30,30,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,40
22-09-2003 00:00,22,22,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,39
23-09-2003 00:00,23,23,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,39
24-09-2003 00:00,24,24,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,39
25-09-2003 00:00,25,25,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,39
26-09-2003 00:00,26,26,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,39
27-09-2003 00:00,27,27,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,39
28-09-2003 00:00,28,28,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,39
01-09-2003 00:00,1,1,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
02-09-2003 00:00,2,2,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
03-09-2003 00:00,3,3,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
04-09-2003 00:00,4,4,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
05-09-2003 00:00,5,5,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
06-09-2003 00:00,6,6,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
07-09-2003 00:00,7,7,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
08-09-2003 00:00,8,8,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,37
09-09-2003 00:00,9,9,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,37
10-09-2003 00:00,10,10,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,37
11-09-2003 00:00,11,11,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,37
12-09-2003 00:00,12,12,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,37
13-09-2003 00:00,13,13,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,37
14-09-2003 00:00,14,14,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,37
15-09-2003 00:00,15,15,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,38
16-09-2003 00:00,16,16,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,38
17-09-2003 00:00,17,17,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,38
18-09-2003 00:00,18,18,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,38
19-09-2003 00:00,19,19,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,38
21-09-2003 00:00,21,21,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,38
20-09-2003 00:00,20,20,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,38
12-05-2003 00:00,12,12,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,20
13-05-2003 00:00,13,13,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,20
14-05-2003 00:00,14,14,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,20
15-05-2003 00:00,15,15,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,20
16-05-2003 00:00,16,16,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,20
