Order Key,City Key,Customer Key,Stock Item Key,Order Date Key,Picked Date Key,Salesperson Key,Picker Key,WWI Order ID,WWI Backorder ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Total Including Tax,Lineage Key
190,59893,82,132,02-01-2013,02-01-2013,4,20,92,134,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",Each,108,18,15,1944,291.6,2235.6,9
191,59893,82,157,02-01-2013,02-01-2013,4,20,92,134,RC toy sedan car with remote control (Pink) 1/50 scale,Each,8,25,15,200,30,230,9
192,72425,3,184,02-01-2013,02-01-2013,7,20,93,134,Developer joke mug - when your hammer is C++ (White),Each,4,13,15,52,7.8,59.8,9
193,72425,3,191,02-01-2013,02-01-2013,7,20,93,134,DBA joke mug - two types of DBAs (Black),Each,4,13,15,52,7.8,59.8,9
194,59067,0,187,02-01-2013,02-01-2013,21,0,94,135,Developer joke mug - that's a hardware problem (Black),Each,8,13,15,104,15.6,119.6,9
195,59067,0,99,02-01-2013,02-01-2013,21,0,94,135,Dinosaur battery-powered slippers (Green) XL,Each,7,32,15,224,33.6,257.6,9
196,59067,0,92,02-01-2013,02-01-2013,21,0,94,135,Plush shark slippers (Gray) L,Each,8,32,15,256,38.4,294.4,9
197,61793,254,197,02-01-2013,02-01-2013,19,0,95,136,DBA joke mug - it depends (Black),Each,10,13,15,130,19.5,149.5,9
198,61793,254,78,02-01-2013,02-01-2013,19,0,95,136,Halloween zombie mask (Light Brown) S,Each,12,18,15,216,32.4,248.4,9
199,59416,258,165,02-01-2013,02-01-2013,6,20,96,137,IT joke mug - that behavior is by design (Black),Each,5,13,15,65,9.75,74.75,9
200,59416,258,29,02-01-2013,02-01-2013,6,20,96,137,Black and orange fragile despatch tape 48mmx75m,Each,252,3.7,15,932.4,139.86,1072.26,9
201,59416,258,204,02-01-2013,02-01-2013,6,20,96,137,DBA joke mug - mind if I join you? (White),Each,1,13,15,13,1.95,14.95,9
202,59416,258,103,02-01-2013,02-01-2013,6,20,96,137,Superhero action jacket (Blue) 5XL,Each,7,34,15,238,35.7,273.7,9
203,59416,258,52,02-01-2013,02-01-2013,6,20,96,137,20 mm Anti static bubble wrap (Blue) 10m,Each,50,29,15,1450,217.5,1667.5,9
204,40659,107,94,02-01-2013,02-01-2013,7,20,97,137,Plush shark slippers (Gray) S,Each,7,32,15,224,33.6,257.6,9
205,40659,107,91,02-01-2013,02-01-2013,7,20,97,137,Plush shark slippers (Gray) XL,Each,1,32,15,32,4.8,36.8,9
206,40659,107,196,02-01-2013,02-01-2013,7,20,97,137,DBA joke mug - I will get you in order (White),Each,1,13,15,13,1.95,14.95,9
207,40659,107,163,02-01-2013,02-01-2013,7,20,97,137,IT joke mug - hardware: part of the computer that can be kicked (Black),Each,6,13,15,78,11.7,89.7,9
208,40659,107,192,02-01-2013,02-01-2013,7,20,97,137,DBA joke mug - two types of DBAs (White),Each,8,13,15,104,15.6,119.6,9
209,52335,0,165,02-01-2013,02-01-2013,6,0,98,137,IT joke mug - that behavior is by design (Black),Each,4,13,15,52,7.8,59.8,9
210,52335,0,202,02-01-2013,02-01-2013,6,0,98,137,DBA joke mug - daaaaaa-ta (White),Each,10,13,15,130,19.5,149.5,9
211,56111,0,172,02-01-2013,02-01-2013,8,0,99,138,Developer joke mug - this code was generated by a tool (White),Each,10,13,15,130,19.5,149.5,9
212,56111,0,105,02-01-2013,02-01-2013,8,0,99,138,Superhero action jacket (Blue) 3XL,Each,5,34,15,170,25.5,195.5,9
213,59321,172,171,02-01-2013,02-01-2013,21,20,100,138,Developer joke mug - this code was generated by a tool (Black),Each,10,13,15,130,19.5,149.5,9
214,59321,172,178,02-01-2013,02-01-2013,21,20,100,138,Developer joke mug - understanding recursion requires understanding recursion (White),Each,4,13,15,52,7.8,59.8,9
215,59321,172,182,02-01-2013,02-01-2013,21,20,100,138,Developer joke mug - inheritance is the OO way to become wealthy (White),Each,7,13,15,91,13.65,104.65,9
216,40608,274,172,02-01-2013,02-01-2013,8,0,101,139,Developer joke mug - this code was generated by a tool (White),Each,6,13,15,78,11.7,89.7,9
217,73983,122,24,02-01-2013,03-01-2013,15,21,102,139,Black and orange handle with care despatch tape  48mmx100m,Each,216,4.1,15,885.6,132.84,1018.44,9
218,73983,122,133,02-01-2013,03-01-2013,15,21,102,139,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",Each,60,18,15,1080,162,1242,9
219,73983,122,102,02-01-2013,03-01-2013,15,21,102,139,Dinosaur battery-powered slippers (Green) S,Each,10,32,15,320,48,368,9
220,65852,393,84,02-01-2013,02-01-2013,7,20,103,139,Animal with big feet slippers (Brown) L,Each,9,32,15,288,43.2,331.2,9
221,65852,393,7,02-01-2013,02-01-2013,7,20,103,139,Air cushion film 200mmx100mm 325m,Each,5,87,15,435,65.25,500.25,9
222,62442,92,191,02-01-2013,02-01-2013,8,0,104,140,DBA joke mug - two types of DBAs (Black),Each,4,13,15,52,7.8,59.8,9
223,62442,92,14,02-01-2013,02-01-2013,8,0,104,140,Permanent marker black 5mm nib (Black) 5mm,Each,24,2.7,15,64.8,9.72,74.52,9
224,62442,92,219,02-01-2013,02-01-2013,8,0,104,140,USB missile launcher (Green),Each,10,25,15,250,37.5,287.5,9
225,70871,86,191,02-01-2013,03-01-2013,7,21,105,141,DBA joke mug - two types of DBAs (Black),Each,9,13,15,117,17.55,134.55,9
226,70871,86,217,02-01-2013,03-01-2013,7,21,105,141,Office cube periscope (Black),Each,80,18.5,15,1480,222,1702,9
227,44851,0,94,02-01-2013,02-01-2013,21,0,106,141,Plush shark slippers (Gray) S,Each,5,32,15,160,24,184,9
228,44851,0,108,02-01-2013,02-01-2013,21,0,106,141,Superhero action jacket (Blue) L,Each,3,30,15,90,13.5,103.5,9
229,44851,0,211,02-01-2013,02-01-2013,21,0,106,141,USB food flash drive - banana,Each,3,32,15,96,14.4,110.4,9
230,44851,0,144,02-01-2013,02-01-2013,21,0,106,141,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",Each,48,18,15,864,129.6,993.6,9
231,75213,0,169,02-01-2013,02-01-2013,8,0,107,142,Developer joke mug - old C developers never die (Black),Each,1,13,15,13,1.95,14.95,9
232,75213,0,87,02-01-2013,02-01-2013,8,0,107,142,Furry gorilla with big eyes slippers (Black) XL,Each,1,32,15,32,4.8,36.8,9
233,75213,0,136,02-01-2013,02-01-2013,8,0,107,142,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,108,18,15,1944,291.6,2235.6,9
234,64723,0,205,02-01-2013,02-01-2013,19,20,108,143,USB food flash drive - dessert 10 drive variety pack,Packet,4,240,15,960,144,1104,9
235,64723,0,211,02-01-2013,02-01-2013,19,20,108,143,USB food flash drive - banana,Each,8,32,15,256,38.4,294.4,9
236,64723,0,14,02-01-2013,02-01-2013,19,20,108,143,Permanent marker black 5mm nib (Black) 5mm,Each,72,2.7,15,194.4,29.16,223.56,9
237,69386,140,192,02-01-2013,02-01-2013,11,0,109,143,DBA joke mug - two types of DBAs (White),Each,7,13,15,91,13.65,104.65,9
238,69386,140,27,02-01-2013,02-01-2013,11,0,109,143,Black and orange glass with care despatch tape 48mmx75m,Each,24,3.7,15,88.8,13.32,102.12,9
239,64360,68,218,02-01-2013,02-01-2013,12,0,110,144,USB rocket launcher (Gray),Each,4,25,15,100,15,115,9
240,64360,68,86,02-01-2013,02-01-2013,12,0,110,144,Animal with big feet slippers (Brown) S,Each,8,32,15,256,38.4,294.4,9
241,64360,68,14,02-01-2013,02-01-2013,12,0,110,144,Permanent marker black 5mm nib (Black) 5mm,Each,72,2.7,15,194.4,29.16,223.56,9
242,64360,68,13,02-01-2013,02-01-2013,12,0,110,144,Permanent marker blue 5mm nib (Blue) 5mm,Each,48,2.7,15,129.6,19.44,149.04,9
243,53573,28,83,02-01-2013,02-01-2013,9,20,111,145,Animal with big feet slippers (Brown) XL,Each,1,32,15,32,4.8,36.8,9
244,53573,28,54,02-01-2013,02-01-2013,9,20,111,145,10 mm Anti static bubble wrap (Blue) 20m,Each,60,42,15,2520,378,2898,9
245,61633,0,190,02-01-2013,02-01-2013,7,0,112,145,Developer joke mug - Oct 31 = Dec 25 (White),Each,9,13,15,117,17.55,134.55,9
246,61633,0,182,02-01-2013,02-01-2013,7,0,112,145,Developer joke mug - inheritance is the OO way to become wealthy (White),Each,6,13,15,78,11.7,89.7,9
247,40778,127,117,02-01-2013,02-01-2013,21,20,113,146,Alien officer hoodie (Black) XXL,Each,2,35,15,70,10.5,80.5,9
248,40778,127,52,02-01-2013,02-01-2013,21,20,113,146,20 mm Anti static bubble wrap (Blue) 10m,Each,30,29,15,870,130.5,1000.5,9
249,40778,127,150,02-01-2013,02-01-2013,21,20,113,146,Ride on toy sedan car (Green) 1/12 scale,Each,1,230,15,230,34.5,264.5,9
250,40778,127,165,02-01-2013,02-01-2013,21,20,113,146,IT joke mug - that behavior is by design (Black),Each,5,13,15,65,9.75,74.75,9
251,52592,0,182,02-01-2013,02-01-2013,4,0,114,146,Developer joke mug - inheritance is the OO way to become wealthy (White),Each,1,13,15,13,1.95,14.95,9
252,52592,0,155,02-01-2013,02-01-2013,4,0,114,146,RC vintage American toy coupe with remote control (Black) 1/50 scale,Each,4,30,15,120,18,138,9
253,52871,352,155,02-01-2013,02-01-2013,11,0,115,147,RC vintage American toy coupe with remote control (Black) 1/50 scale,Each,3,30,15,90,13.5,103.5,9
254,73983,122,204,02-01-2013,02-01-2013,12,20,116,147,DBA joke mug - mind if I join you? (White),Each,9,13,15,117,17.55,134.55,9
255,73983,122,100,02-01-2013,02-01-2013,12,20,116,147,Dinosaur battery-powered slippers (Green) L,Each,2,32,15,64,9.6,73.6,9
256,73983,122,132,02-01-2013,02-01-2013,12,20,116,147,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",Each,12,18,15,216,32.4,248.4,9
257,73983,122,151,02-01-2013,02-01-2013,12,20,116,147,Ride on toy sedan car (Blue) 1/12 scale,Each,1,230,15,230,34.5,264.5,9
258,43979,0,190,02-01-2013,02-01-2013,19,20,117,147,Developer joke mug - Oct 31 = Dec 25 (White),Each,9,13,15,117,17.55,134.55,9
259,43979,0,12,02-01-2013,02-01-2013,19,20,117,147,Permanent marker red 5mm nib (Red) 5mm,Each,36,2.7,15,97.2,14.58,111.78,9
260,73288,0,167,02-01-2013,02-01-2013,8,0,118,148,IT joke mug - keyboard not found … press F1 to continue (Black),Each,9,13,15,117,17.55,134.55,9
261,73288,0,170,02-01-2013,02-01-2013,8,0,118,148,Developer joke mug - old C developers never die (White),Each,8,13,15,104,15.6,119.6,9
262,73288,0,171,02-01-2013,02-01-2013,8,0,118,148,Developer joke mug - this code was generated by a tool (Black),Each,4,13,15,52,7.8,59.8,9
263,73288,0,194,02-01-2013,02-01-2013,8,0,118,148,DBA joke mug - SELECT caffeine FROM mug (White),Each,2,13,15,26,3.9,29.9,9
264,72904,0,125,02-01-2013,02-01-2013,9,20,119,149,"""The Gu"" red shirt XML tag t-shirt (Black) XL",Each,108,18,15,1944,291.6,2235.6,9
265,72904,0,179,02-01-2013,02-01-2013,9,20,119,149,"Developer joke mug - (hip, hip, array) (Black)",Each,7,13,15,91,13.65,104.65,9
266,72904,0,53,02-01-2013,02-01-2013,9,20,119,149,10 mm Anti static bubble wrap (Blue) 50m,Each,70,99,15,6930,1039.5,7969.5,9
267,51328,34,140,02-01-2013,02-01-2013,9,0,120,149,"""The Gu"" red shirt XML tag t-shirt (White) M",Each,84,18,15,1512,226.8,1738.8,9
268,51328,34,6,02-01-2013,02-01-2013,9,0,120,149,Air cushion film 200mmx200mm 325m,Each,4,90,15,360,54,414,9
269,51328,34,208,02-01-2013,02-01-2013,9,0,120,149,USB food flash drive - donut,Each,5,32,15,160,24,184,9
270,70334,0,162,02-01-2013,02-01-2013,9,20,121,150,RC toy sedan car with remote control (Black) 1/50 scale,Each,4,25,15,100,15,115,9
271,70334,0,175,02-01-2013,02-01-2013,9,20,121,150,Developer joke mug - there are 10 types of people in the world (Black),Each,7,13,15,91,13.65,104.65,9
272,70334,0,104,02-01-2013,02-01-2013,7,20,122,150,Superhero action jacket (Blue) 4XL,Each,4,34,15,136,20.4,156.4,9
273,70334,0,109,02-01-2013,02-01-2013,7,20,122,150,Superhero action jacket (Blue) M,Each,10,30,15,300,45,345,9
274,70334,0,198,02-01-2013,02-01-2013,7,20,122,150,DBA joke mug - it depends (White),Each,6,13,15,78,11.7,89.7,9
275,70334,0,218,02-01-2013,02-01-2013,7,20,122,150,USB rocket launcher (Gray),Each,9,25,15,225,33.75,258.75,9
276,62442,92,66,02-01-2013,02-01-2013,19,0,123,150,Medium sized bubblewrap roll 20m,Each,20,20,15,400,60,460,9
277,62442,92,179,02-01-2013,02-01-2013,19,0,123,150,"Developer joke mug - (hip, hip, array) (Black)",Each,5,13,15,65,9.75,74.75,9
278,45600,44,205,02-01-2013,02-01-2013,9,0,124,151,USB food flash drive - dessert 10 drive variety pack,Packet,5,240,15,1200,180,1380,9
279,45600,44,87,02-01-2013,02-01-2013,9,0,124,151,Furry gorilla with big eyes slippers (Black) XL,Each,10,32,15,320,48,368,9
280,45600,44,177,02-01-2013,02-01-2013,9,0,124,151,Developer joke mug - understanding recursion requires understanding recursion (Black),Each,6,13,15,78,11.7,89.7,9
281,53792,209,113,02-01-2013,02-01-2013,12,20,125,151,Superhero action jacket (Blue) 3XS,Each,7,25,15,175,26.25,201.25,9
282,53792,209,208,02-01-2013,02-01-2013,12,20,125,151,USB food flash drive - donut,Each,1,32,15,32,4.8,36.8,9
283,53792,209,69,02-01-2013,02-01-2013,12,20,125,151,Pack of 12 action figures (male),Packet,3,16,15,48,7.2,55.2,9
284,53792,209,188,02-01-2013,02-01-2013,12,20,125,151,Developer joke mug - that's a hardware problem (White),Each,7,13,15,91,13.65,104.65,9
285,64141,0,169,02-01-2013,02-01-2013,8,0,126,152,Developer joke mug - old C developers never die (Black),Each,9,13,15,117,17.55,134.55,9
286,64141,0,168,02-01-2013,02-01-2013,8,0,126,152,IT joke mug - keyboard not found … press F1 to continue (White),Each,10,13,15,130,19.5,149.5,9
287,64141,0,139,02-01-2013,02-01-2013,8,0,126,152,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,84,18,15,1512,226.8,1738.8,9
288,64141,0,84,02-01-2013,02-01-2013,8,0,126,152,Animal with big feet slippers (Brown) L,Each,8,32,15,256,38.4,294.4,9
289,46564,181,113,02-01-2013,02-01-2013,6,20,127,152,Superhero action jacket (Blue) 3XS,Each,4,25,15,100,15,115,9
290,46564,181,79,02-01-2013,02-01-2013,6,20,127,152,Furry animal socks (Pink) XL,Pair,84,5,15,420,63,483,9
291,46564,181,167,02-01-2013,02-01-2013,6,20,127,152,IT joke mug - keyboard not found … press F1 to continue (Black),Each,7,13,15,91,13.65,104.65,9
292,46564,181,68,02-01-2013,02-01-2013,6,20,127,152,Pack of 12 action figures (female),Packet,4,16,15,64,9.6,73.6,9
293,38288,244,215,02-01-2013,02-01-2013,4,20,128,152,USB food flash drive - hamburger,Each,10,32,15,320,48,368,9
294,38288,244,71,02-01-2013,02-01-2013,4,20,128,152,Halloween skull mask (Gray) XL,Each,120,18,15,2160,324,2484,9
295,38288,244,14,02-01-2013,02-01-2013,4,20,128,152,Permanent marker black 5mm nib (Black) 5mm,Each,96,2.7,15,259.2,38.88,298.08,9
296,38288,244,68,02-01-2013,02-01-2013,4,20,128,152,Pack of 12 action figures (female),Packet,7,16,15,112,16.8,128.8,9
297,51708,0,62,02-01-2013,02-01-2013,21,20,129,152,10 mm Double sided bubble wrap 50m,Each,90,105,15,9450,1417.5,10867.5,9
298,51708,0,29,02-01-2013,02-01-2013,21,20,129,152,Black and orange fragile despatch tape 48mmx75m,Each,108,3.7,15,399.6,59.94,459.54,9
299,51708,0,177,02-01-2013,02-01-2013,21,20,129,152,Developer joke mug - understanding recursion requires understanding recursion (Black),Each,10,13,15,130,19.5,149.5,9
300,51708,0,83,02-01-2013,02-01-2013,21,20,129,152,Animal with big feet slippers (Brown) XL,Each,7,32,15,224,33.6,257.6,9
301,51708,0,161,02-01-2013,02-01-2013,21,20,129,152,RC toy sedan car with remote control (Red) 1/50 scale,Each,5,25,15,125,18.75,143.75,9
302,48988,49,159,02-01-2013,02-01-2013,8,0,130,153,RC toy sedan car with remote control (Green) 1/50 scale,Each,1,25,15,25,3.75,28.75,9
303,48988,49,117,02-01-2013,02-01-2013,8,0,130,153,Alien officer hoodie (Black) XXL,Each,6,35,15,210,31.5,241.5,9
304,41628,344,115,02-01-2013,03-01-2013,11,21,131,154,Alien officer hoodie (Black) 4XL,Each,10,35,15,350,52.5,402.5,9
305,41628,344,15,02-01-2013,03-01-2013,11,21,131,154,Tape dispenser (Blue),Each,60,32,15,1920,288,2208,9
306,58830,257,34,02-01-2013,03-01-2013,12,21,132,154,Shipping carton (Brown) 457x457x457mm,Each,250,2.1,15,525,78.75,603.75,9
307,74617,128,21,02-01-2013,03-01-2013,19,21,133,154,Black and yellow heavy despatch tape  48mmx75m,Each,48,3.7,15,177.6,26.64,204.24,9
308,48409,387,31,02-01-2013,03-01-2013,6,21,134,154,Clear packaging tape 48mmx75m,Each,234,2.9,15,678.6,101.79,780.39,9
309,59067,0,60,02-01-2013,03-01-2013,21,21,135,154,20 mm Double sided bubble wrap 20m,Each,40,33,15,1320,198,1518,9
310,59067,0,123,02-01-2013,03-01-2013,21,21,135,154,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",Each,120,18,15,2160,324,2484,9
311,61793,254,130,02-01-2013,03-01-2013,19,21,136,154,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",Each,72,18,15,1296,194.4,1490.4,9
312,61793,254,15,02-01-2013,03-01-2013,19,21,136,154,Tape dispenser (Blue),Each,60,32,15,1920,288,2208,9
313,52335,0,138,02-01-2013,03-01-2013,6,21,137,154,"""The Gu"" red shirt XML tag t-shirt (White) XL",Each,36,18,15,648,97.2,745.2,9
314,52335,0,127,02-01-2013,03-01-2013,6,21,137,154,"""The Gu"" red shirt XML tag t-shirt (Black) M",Each,48,18,15,864,129.6,993.6,9
315,52335,0,42,02-01-2013,03-01-2013,6,21,137,154,Shipping carton (Brown) 500x310x310mm,Each,100,2.55,15,255,38.25,293.25,9
316,56111,0,123,02-01-2013,03-01-2013,8,21,138,154,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",Each,96,18,15,1728,259.2,1987.2,9
317,56111,0,124,02-01-2013,03-01-2013,8,21,138,154,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",Each,108,18,15,1944,291.6,2235.6,9
318,40608,274,90,02-01-2013,03-01-2013,8,21,139,154,Furry gorilla with big eyes slippers (Black) S,Each,4,32,15,128,19.2,147.2,9
319,40608,274,66,02-01-2013,03-01-2013,8,21,139,154,Medium sized bubblewrap roll 20m,Each,50,20,15,1000,150,1150,9
320,62442,92,141,02-01-2013,03-01-2013,8,21,140,154,"""The Gu"" red shirt XML tag t-shirt (White) S",Each,36,18,15,648,97.2,745.2,9
321,44851,0,129,02-01-2013,03-01-2013,21,21,141,154,"""The Gu"" red shirt XML tag t-shirt (Black) XS",Each,60,18,15,1080,162,1242,9
322,75213,0,143,02-01-2013,03-01-2013,8,21,142,154,"""The Gu"" red shirt XML tag t-shirt (White) XXS",Each,120,18,15,2160,324,2484,9
323,69386,140,4,02-01-2013,03-01-2013,11,21,143,154,Void fill 100 L bag (White) 100L,Each,40,12.5,15,500,75,575,9
324,64360,68,127,02-01-2013,03-01-2013,12,21,144,154,"""The Gu"" red shirt XML tag t-shirt (Black) M",Each,120,18,15,2160,324,2484,9
325,61633,0,174,02-01-2013,03-01-2013,7,21,145,154,Developer joke mug - a foo walks into a bar (White),Each,10,13,15,130,19.5,149.5,9
326,52592,0,24,02-01-2013,03-01-2013,4,21,146,154,Black and orange handle with care despatch tape  48mmx100m,Each,168,4.1,15,688.8,103.32,792.12,9
327,52592,0,60,02-01-2013,03-01-2013,4,21,146,154,20 mm Double sided bubble wrap 20m,Each,90,33,15,2970,445.5,3415.5,9
328,52871,352,124,02-01-2013,03-01-2013,11,21,147,154,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",Each,120,18,15,2160,324,2484,9
329,73288,0,17,02-01-2013,03-01-2013,8,21,148,154,Tape dispenser (Black),Each,40,32,15,1280,192,1472,9
330,51328,34,32,02-01-2013,03-01-2013,9,21,149,154,3 kg Courier post bag (White) 300x190x95mm,Each,175,0.66,15,115.5,17.33,132.83,9
331,62442,92,9,02-01-2013,03-01-2013,19,21,150,154,Small 9mm replacement blades 9mm,Each,40,4.1,15,164,24.6,188.6,9
332,45600,44,20,02-01-2013,03-01-2013,9,21,151,154,Black and yellow heavy despatch tape 48mmx100m,Each,96,4.1,15,393.6,59.04,452.64,9
333,64141,0,9,02-01-2013,03-01-2013,8,21,152,200,Small 9mm replacement blades 9mm,Each,100,4.1,15,410,61.5,471.5,9
334,48988,49,8,02-01-2013,03-01-2013,8,21,153,200,Large  replacement blades 18mm,Each,60,4.3,15,258,38.7,296.7,9
335,56894,84,204,03-01-2013,03-01-2013,19,21,154,200,DBA joke mug - mind if I join you? (White),Each,6,13,15,78,11.7,89.7,9
336,56894,84,83,03-01-2013,03-01-2013,19,21,154,200,Animal with big feet slippers (Brown) XL,Each,10,32,15,320,48,368,9
337,56894,84,130,03-01-2013,03-01-2013,19,21,154,200,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",Each,24,18,15,432,64.8,496.8,9
338,56894,84,160,03-01-2013,03-01-2013,19,21,154,200,RC toy sedan car with remote control (Blue) 1/50 scale,Each,7,25,15,175,26.25,201.25,9
339,56894,84,163,03-01-2013,03-01-2013,19,21,154,200,IT joke mug - hardware: part of the computer that can be kicked (Black),Each,3,13,15,39,5.85,44.85,9
340,49925,228,208,03-01-2013,03-01-2013,7,21,155,200,USB food flash drive - donut,Each,2,32,15,64,9.6,73.6,9
341,49925,228,10,03-01-2013,03-01-2013,7,21,155,200,Packing knife with metal insert blade (Yellow) 18mm,Each,45,2.4,15,108,16.2,124.2,9
342,63483,0,45,03-01-2013,03-01-2013,8,0,156,211,Bubblewrap dispenser (Blue) 1.5m,Each,2,240,15,480,72,552,9
343,65272,285,219,03-01-2013,03-01-2013,12,21,157,211,USB missile launcher (Green),Each,7,25,15,175,26.25,201.25,9
344,65272,285,199,03-01-2013,03-01-2013,12,21,157,211,DBA joke mug - you might be a DBA if (Black),Each,7,13,15,91,13.65,104.65,9
345,62350,0,34,03-01-2013,03-01-2013,21,0,158,212,Shipping carton (Brown) 457x457x457mm,Each,50,2.1,15,105,15.75,120.75,9
346,62350,0,179,03-01-2013,03-01-2013,21,0,158,212,"Developer joke mug - (hip, hip, array) (Black)",Each,7,13,15,91,13.65,104.65,9
347,62350,0,88,03-01-2013,03-01-2013,21,0,158,212,Furry gorilla with big eyes slippers (Black) L,Each,7,32,15,224,33.6,257.6,9
348,39257,370,164,03-01-2013,03-01-2013,7,21,159,214,IT joke mug - hardware: part of the computer that can be kicked (White),Each,4,13,15,52,7.8,59.8,9
349,39257,370,100,03-01-2013,03-01-2013,7,21,159,214,Dinosaur battery-powered slippers (Green) L,Each,8,32,15,256,38.4,294.4,9
350,39257,370,124,03-01-2013,03-01-2013,7,21,159,214,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",Each,24,18,15,432,64.8,496.8,9
351,39257,370,207,03-01-2013,03-01-2013,7,21,159,214,USB food flash drive - shrimp cocktail,Each,4,32,15,128,19.2,147.2,9
352,39257,370,87,03-01-2013,03-01-2013,7,21,159,214,Furry gorilla with big eyes slippers (Black) XL,Each,5,32,15,160,24,184,9
353,51780,348,101,03-01-2013,03-01-2013,15,0,160,213,Dinosaur battery-powered slippers (Green) M,Each,2,32,15,64,9.6,73.6,9
354,47459,231,173,03-01-2013,03-01-2013,9,21,161,213,Developer joke mug - a foo walks into a bar (Black),Each,8,13,15,104,15.6,119.6,9
355,47459,231,8,03-01-2013,03-01-2013,9,21,161,213,Large  replacement blades 18mm,Each,30,4.3,15,129,19.35,148.35,9
356,47459,231,66,03-01-2013,03-01-2013,9,21,161,213,Medium sized bubblewrap roll 20m,Each,60,20,15,1200,180,1380,9
357,63764,364,47,03-01-2013,03-01-2013,6,0,162,214,32 mm Anti static bubble wrap (Blue) 50m,Each,10,105,15,1050,157.5,1207.5,9
358,67996,0,183,03-01-2013,03-01-2013,9,0,163,215,Developer joke mug - when your hammer is C++ (Black),Each,8,13,15,104,15.6,119.6,9
359,67996,0,91,03-01-2013,03-01-2013,9,0,163,215,Plush shark slippers (Gray) XL,Each,3,32,15,96,14.4,110.4,9
360,63044,208,110,03-01-2013,03-01-2013,6,0,164,216,Superhero action jacket (Blue) S,Each,2,25,15,50,7.5,57.5,9
361,63044,208,171,03-01-2013,03-01-2013,6,0,164,216,Developer joke mug - this code was generated by a tool (Black),Each,10,13,15,130,19.5,149.5,9
362,63044,208,52,03-01-2013,03-01-2013,6,0,164,216,20 mm Anti static bubble wrap (Blue) 10m,Each,60,29,15,1740,261,2001,9
363,63044,208,214,03-01-2013,03-01-2013,6,0,164,216,USB food flash drive - hot dog,Each,10,32,15,320,48,368,9
364,51796,160,218,03-01-2013,03-01-2013,7,0,165,217,USB rocket launcher (Gray),Each,6,25,15,150,22.5,172.5,9
365,51796,160,160,03-01-2013,03-01-2013,7,0,165,217,RC toy sedan car with remote control (Blue) 1/50 scale,Each,8,25,15,200,30,230,9
366,64003,0,195,03-01-2013,03-01-2013,21,21,166,217,DBA joke mug - I will get you in order (Black),Each,10,13,15,130,19.5,149.5,9
367,64003,0,64,03-01-2013,03-01-2013,21,21,166,217,10 mm Double sided bubble wrap 10m,Each,40,15,15,600,90,690,9
368,64003,0,38,03-01-2013,03-01-2013,21,21,166,217,Shipping carton (Brown) 457x279x279mm,Each,250,1.28,15,320,48,368,9
369,64003,0,192,03-01-2013,03-01-2013,21,21,166,217,DBA joke mug - two types of DBAs (White),Each,5,13,15,65,9.75,74.75,9
370,54571,386,190,03-01-2013,03-01-2013,9,21,167,217,Developer joke mug - Oct 31 = Dec 25 (White),Each,5,13,15,65,9.75,74.75,9
371,54571,386,180,03-01-2013,03-01-2013,9,21,167,217,"Developer joke mug - (hip, hip, array) (White)",Each,5,13,15,65,9.75,74.75,9
372,54571,386,147,03-01-2013,03-01-2013,9,21,167,217,Ride on vintage American toy coupe (Red) 1/12 scale,Each,2,285,15,570,85.5,655.5,9
373,54571,386,123,03-01-2013,03-01-2013,9,21,167,217,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",Each,24,18,15,432,64.8,496.8,9
374,54571,386,187,03-01-2013,03-01-2013,9,21,167,217,Developer joke mug - that's a hardware problem (Black),Each,1,13,15,13,1.95,14.95,9
375,62352,0,212,03-01-2013,03-01-2013,15,0,168,218,USB food flash drive - dim sum 10 drive variety pack,Packet,9,240,15,2160,324,2484,9
376,62352,0,140,03-01-2013,03-01-2013,15,0,168,218,"""The Gu"" red shirt XML tag t-shirt (White) M",Each,12,18,15,216,32.4,248.4,9
377,62352,0,31,03-01-2013,03-01-2013,15,0,168,218,Clear packaging tape 48mmx75m,Each,52,2.9,15,150.8,22.62,173.42,9
378,62352,0,146,03-01-2013,03-01-2013,15,0,168,218,Ride on vintage American toy coupe (Black) 1/12 scale,Each,6,285,15,1710,256.5,1966.5,9
379,43085,0,167,03-01-2013,03-01-2013,15,0,169,219,IT joke mug - keyboard not found … press F1 to continue (Black),Each,6,13,15,78,11.7,89.7,9
380,43085,0,11,03-01-2013,03-01-2013,15,0,169,219,Packing knife with metal insert blade (Yellow) 9mm,Each,30,1.89,15,56.7,8.51,65.21,9
